0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.00027835 0.00027835
0.13846 0.0167168
0.98766 0.0400078
1.66959 0.0705184
1.75975 0.0652748
1.73043 0.0619607
1.59285 0.0887633
1.3953 0.0520645
1.31262 0.0539726
1.17488 0.0421653
1.14222 0.0415884
1.13921 0.0380915
1.06288 0.0383022
1.02889 0.0339941
0.994306 0.0299039
0.989544 0.0369451
0.948814 0.0325055
0.967474 0.0339295
0.982091 0.03105
0.991434 0.02732
0.983642 0.0318025
0.973683 0.0232032
0.988018 0.0212942
0.969382 0.0263959
0.962463 0.0266799
1.00865 0.0280663
1.02537 0.0238857
1.03125 0.0209078
1.04331 0.0214581
1.04713 0.0213241
1.0262 0.0187069
1.03158 0.0166004
0.991943 0.0203079
0.997942 0.0259268
1.00815 0.0233103
1.01257 0.02076
0.984719 0.021075
0.966144 0.0233875
0.986344 0.0181855
0.992065 0.0196882
1.00335 0.0218716
0.998162 0.0163143
0.978583 0.0175705
0.971477 0.0189564
0.972371 0.0134273
0.979043 0.0156416
0.974789 0.0163291
0.971078 0.0183295
0.977774 0.0198624
0.969532 0.0160906
0.962844 0.0157145
0.96131 0.0174278
0.980402 0.0146557
0.977678 0.0158114
0.973438 0.0147046
0.977915 0.0103158
0.974624 0.0113676
0.973489 0.0163861
0.968704 0.0129321
0.976861 0.0110497
1.0056 0.0130121
1.01393 0.0105338
1.00612 0.0170024
1.00934 0.0171661
0.993683 0.0140526
1.01377 0.0130974
0.98958 0.0085883
0.979248 0.0126232
0.996623 0.0119315
0.997344 0.011936
0.976811 0.00937408
0.982087 0.00726213
0.972546 0.00734323
0.985932 0.0128549
0.977487 0.0124023
0.992901 0.0122062
0.986477 0.0117991
0.975725 0.00940502
0.964366 0.0111976
0.966677 0.00950071
0.982645 0.0111072
0.983693 0.0115147
0.98481 0.0122434
0.976814 0.0113891
0.971399 0.0106359
0.97822 0.00890815
0.966241 0.0115208
